ProductKey,SalesAmount
314,3578.27
312,3578.27
310,3578.27
310,3578.27
348,3374.99
311,3578.27
311,3578.27
313,3578.27
336,699.0982
342,699.0982
310,3578.27
334,699.0982
310,3578.27
320,699.0982
312,3578.27
314,3578.27
310,3578.27
310,3578.27
349,3374.99
312,3578.27
313,3578.27
311,3578.27
350,3374.99
310,3578.27
350,3374.99
310,3578.27
311,3578.27
348,3374.99
313,3578.27
349,3374.99
314,3578.27
314,3578.27
310,3578.27
310,3578.27
312,3578.27
350,3374.99
311,3578.27
313,3578.27
344,3399.99
314,3578.27
313,3578.27
312,3578.27
310,3578.27
328,699.0982
344,3399.99
342,699.0982
351,3374.99
313,3578.27
313,3578.27
311,3578.27
314,3578.27
344,3399.99
313,3578.27
344,3399.99
314,3578.27
314,3578.27
310,3578.27
310,3578.27
314,3578.27
338,699.0982
314,3578.27
310,3578.27
314,3578.27
338,699.0982
350,3374.99
313,3578.27
342,699.0982
310,3578.27
310,3578.27
344,3399.99
310,3578.27
310,3578.27
344,3399.99
310,3578.27
313,3578.27
349,3374.99
349,3374.99
313,3578.27
311,3578.27
351,3374.99
310,3578.27
310,3578.27
311,3578.27
314,3578.27
310,3578.27
311,3578.27
311,3578.27
313,3578.27
313,3578.27
313,3578.27
312,3578.27
310,3578.27
313,3578.27
310,3578.27
310,3578.27
312,3578.27
312,3578.27
328,699.0982
346,3399.99
312,3578.27
311,3578.27
313,3578.27
346,3399.99
314,3578.27
311,3578.27
311,3578.27
312,3578.27
314,3578.27
311,3578.27
314,3578.27
310,3578.27
313,3578.27
338,699.0982
314,3578.27
313,3578.27
311,3578.27
314,3578.27
313,3578.27
338,699.0982
312,3578.27
311,3578.27
313,3578.27
314,3578.27
350,3374.99
312,3578.27
350,3374.99
347,3399.99
312,3578.27
310,3578.27
310,3578.27
314,3578.27
310,3578.27
347,3399.99
313,3578.27
334,699.0982
322,699.0982
348,3374.99
310,3578.27
312,3578.27
312,3578.27
310,3578.27
313,3578.27
314,3578.27
312,3578.27
310,3578.27
313,3578.27
311,3578.27
313,3578.27
311,3578.27
312,3578.27
336,699.0982
312,3578.27
347,3399.99
313,3578.27
347,3399.99
311,3578.27
310,3578.27
313,3578.27
312,3578.27
310,3578.27
311,3578.27
312,3578.27
314,3578.27
310,3578.27
311,3578.27
338,699.0982
345,3399.99
314,3578.27
311,3578.27
310,3578.27
314,3578.27
322,699.0982
313,3578.27
349,3374.99
344,3399.99
344,3399.99
312,3578.27
334,699.0982
312,3578.27
310,3578.27
312,3578.27
313,3578.27
312,3578.27
310,3578.27
311,3578.27
311,3578.27
311,3578.27
313,3578.27
313,3578.27
312,3578.27
312,3578.27
330,699.0982
312,3578.27
310,3578.27
313,3578.27
313,3578.27
312,3578.27
311,3578.27
312,3578.27
310,3578.27
314,3578.27
340,699.0982
312,3578.27
313,3578.27
310,3578.27
312,3578.27
312,3578.27
312,3578.27
322,699.0982
310,3578.27
313,3578.27
320,699.0982
336,699.0982
336,699.0982
312,3578.27
326,699.0982
314,3578.27
314,3578.27
311,3578.27
311,3578.27
314,3578.27
311,3578.27
313,3578.27
311,3578.27
310,3578.27
313,3578.27
314,3578.27
311,3578.27
328,699.0982
344,3399.99
311,3578.27
351,3374.99
312,3578.27
314,3578.27
310,3578.27
311,3578.27
312,3578.27
311,3578.27
310,3578.27
345,3399.99
311,3578.27
324,699.0982
345,3399.99
351,3374.99
314,3578.27
311,3578.27
314,3578.27
348,3374.99
320,699.0982
314,3578.27
310,3578.27
313,3578.27
336,699.0982
312,3578.27
313,3578.27
311,3578.27
312,3578.27
314,3578.27
311,3578.27
326,699.0982
336,699.0982
347,3399.99
345,3399.99
310,3578.27
310,3578.27
311,3578.27
311,3578.27
310,3578.27
310,3578.27
312,3578.27
348,3374.99
313,3578.27
313,3578.27
328,699.0982
314,3578.27
310,3578.27
313,3578.27
311,3578.27
310,3578.27
310,3578.27
310,3578.27
310,3578.27
349,3374.99
310,3578.27
349,3374.99
351,3374.99
310,3578.27
313,3578.27
347,3399.99
310,3578.27
311,3578.27
314,3578.27
312,3578.27
351,3374.99
310,3578.27
313,3578.27
314,3578.27
313,3578.27
314,3578.27
345,3399.99
313,3578.27
314,3578.27
345,3399.99
330,699.0982
312,3578.27
311,3578.27
312,3578.27
312,3578.27
314,3578.27
350,3374.99
314,3578.27
310,3578.27
313,3578.27
351,3374.99
351,3374.99
320,699.0982
310,3578.27
312,3578.27
349,3374.99
310,3578.27
311,3578.27
312,3578.27
345,3399.99
311,3578.27
311,3578.27
310,3578.27
311,3578.27
313,3578.27
326,699.0982
313,3578.27
312,3578.27
311,3578.27
314,3578.27
314,3578.27
313,3578.27
314,3578.27
313,3578.27
312,3578.27
314,3578.27
312,3578.27
310,3578.27
312,3578.27
322,699.0982
344,3399.99
312,3578.27
310,3578.27
312,3578.27
312,3578.27
334,699.0982
310,3578.27
311,3578.27
314,3578.27
313,3578.27
312,3578.27
311,3578.27
312,3578.27
310,3578.27
313,3578.27
332,699.0982
310,3578.27
310,3578.27
312,3578.27
320,699.0982
311,3578.27
314,3578.27
314,3578.27
334,699.0982
313,3578.27
311,3578.27
332,699.0982
314,3578.27
320,699.0982
334,699.0982
346,3399.99
351,3374.99
314,3578.27
313,3578.27
322,699.0982
312,3578.27
312,3578.27
330,699.0982
345,3399.99
314,3578.27
310,3578.27
314,3578.27
350,3374.99
350,3374.99
347,3399.99
314,3578.27
347,3399.99
349,3374.99
344,3399.99
313,3578.27
314,3578.27
314,3578.27
312,3578.27
314,3578.27
348,3374.99
346,3399.99
310,3578.27
313,3578.27
312,3578.27
314,3578.27
311,3578.27
342,699.0982
346,3399.99
310,3578.27
330,699.0982
314,3578.27
313,3578.27
310,3578.27
345,3399.99
313,3578.27
310,3578.27
348,3374.99
310,3578.27
314,3578.27
345,3399.99
314,3578.27
342,699.0982
322,699.0982
314,3578.27
313,3578.27
310,3578.27
313,3578.27
311,3578.27
313,3578.27
314,3578.27
311,3578.27
313,3578.27
312,3578.27
314,3578.27
314,3578.27
313,3578.27
314,3578.27
312,3578.27
312,3578.27
313,3578.27
311,3578.27
312,3578.27
342,699.0982
314,3578.27
313,3578.27
349,3374.99
348,3374.99
311,3578.27
312,3578.27
310,3578.27
314,3578.27
310,3578.27
311,3578.27
310,3578.27
314,3578.27
311,3578.27
310,3578.27
330,699.0982
313,3578.27
313,3578.27
330,699.0982
314,3578.27
311,3578.27
344,3399.99
344,3399.99
312,3578.27
344,3399.99
344,3399.99
351,3374.99
313,3578.27
350,3374.99
326,699.0982
313,3578.27
346,3399.99
311,3578.27
350,3374.99
312,3578.27
313,3578.27
310,3578.27
336,699.0982
349,3374.99
313,3578.27
311,3578.27
334,699.0982
313,3578.27
310,3578.27
313,3578.27
350,3374.99
313,3578.27
311,3578.27
310,3578.27
314,3578.27
314,3578.27
336,699.0982
312,3578.27
310,3578.27
310,3578.27
346,3399.99
312,3578.27
342,699.0982
310,3578.27
312,3578.27
310,3578.27
310,3578.27
313,3578.27
342,699.0982
310,3578.27
310,3578.27
344,3399.99
346,3399.99
311,3578.27
311,3578.27
311,3578.27
346,3399.99
313,3578.27
310,3578.27
326,699.0982
313,3578.27
314,3578.27
336,699.0982
314,3578.27
311,3578.27
350,3374.99
311,3578.27
311,3578.27
311,3578.27
350,3374.99
311,3578.27
313,3578.27
310,3578.27
348,3374.99
313,3578.27
313,3578.27
314,3578.27
314,3578.27
336,699.0982
314,3578.27
313,3578.27
311,3578.27
342,699.0982
310,3578.27
345,3399.99
314,3578.27
345,3399.99
332,699.0982
313,3578.27
344,3399.99
310,3578.27
311,3578.27
312,3578.27
312,3578.27
313,3578.27
313,3578.27
311,3578.27
328,699.0982
314,3578.27
313,3578.27
312,3578.27
310,3578.27
310,3578.27
314,3578.27
311,3578.27
350,3374.99
311,3578.27
342,699.0982
311,3578.27
311,3578.27
314,3578.27
312,3578.27
313,3578.27
351,3374.99
312,3578.27
312,3578.27
313,3578.27
313,3578.27
350,3374.99
345,3399.99
311,3578.27
313,3578.27
312,3578.27
312,3578.27
314,3578.27
344,3399.99
312,3578.27
334,699.0982
314,3578.27
350,3374.99
311,3578.27
310,3578.27
350,3374.99
311,3578.27
314,3578.27
312,3578.27
311,3578.27
314,3578.27
314,3578.27
314,3578.27
310,3578.27
312,3578.27
314,3578.27
313,3578.27
314,3578.27
346,3399.99
348,3374.99
322,699.0982
336,699.0982
310,3578.27
311,3578.27
348,3374.99
311,3578.27
320,699.0982
328,699.0982
310,3578.27
312,3578.27
310,3578.27
310,3578.27
314,3578.27
313,3578.27
310,3578.27
348,3374.99
351,3374.99
350,3374.99
313,3578.27
313,3578.27
312,3578.27
311,3578.27
345,3399.99
312,3578.27
312,3578.27
320,699.0982
313,3578.27
312,3578.27
311,3578.27
311,3578.27
310,3578.27
311,3578.27
313,3578.27
311,3578.27
314,3578.27
312,3578.27
310,3578.27
314,3578.27
310,3578.27
310,3578.27
348,3374.99
346,3399.99
310,3578.27
313,3578.27
314,3578.27
348,3374.99
351,3374.99
346,3399.99
314,3578.27
310,3578.27
351,3374.99
314,3578.27
313,3578.27
314,3578.27
313,3578.27
350,3374.99
312,3578.27
311,3578.27
324,699.0982
314,3578.27
310,3578.27
344,3399.99
349,3374.99
310,3578.27
311,3578.27
311,3578.27
312,3578.27
311,3578.27
310,3578.27
350,3374.99
310,3578.27
338,699.0982
312,3578.27
314,3578.27
312,3578.27
310,3578.27
313,3578.27
328,699.0982
348,3374.99
314,3578.27
312,3578.27
312,3578.27
312,3578.27
312,3578.27
312,3578.27
312,3578.27
312,3578.27
312,3578.27
311,3578.27
314,3578.27
314,3578.27
311,3578.27
310,3578.27
310,3578.27
330,699.0982
332,699.0982
322,699.0982
349,3374.99
346,3399.99
312,3578.27
349,3374.99
313,3578.27
311,3578.27
349,3374.99
312,3578.27
310,3578.27
342,699.0982
351,3374.99
310,3578.27
332,699.0982
312,3578.27
314,3578.27
313,3578.27
310,3578.27
346,3399.99
334,699.0982
332,699.0982
314,3578.27
310,3578.27
342,699.0982
312,3578.27
312,3578.27
313,3578.27
311,3578.27
314,3578.27
312,3578.27
311,3578.27
311,3578.27
313,3578.27
322,699.0982
310,3578.27
310,3578.27
310,3578.27
312,3578.27
310,3578.27
314,3578.27
311,3578.27
328,699.0982
314,3578.27
338,699.0982
311,3578.27
338,699.0982
314,3578.27
311,3578.27
350,3374.99
311,3578.27
313,3578.27
349,3374.99
310,3578.27
340,699.0982
311,3578.27
312,3578.27
312,3578.27
312,3578.27
314,3578.27
314,3578.27
312,3578.27
312,3578.27
310,3578.27
313,3578.27
338,699.0982
313,3578.27
313,3578.27
342,699.0982
310,3578.27
322,699.0982
346,3399.99
310,3578.27
312,3578.27
313,3578.27
313,3578.27
311,3578.27
348,3374.99
350,3374.99
310,3578.27
344,3399.99
311,3578.27
344,3399.99
314,3578.27
314,3578.27
311,3578.27
348,3374.99
313,3578.27
311,3578.27
312,3578.27
310,3578.27
310,3578.27
311,3578.27
332,699.0982
313,3578.27
312,3578.27
332,699.0982
338,699.0982
350,3374.99
312,3578.27
310,3578.27
312,3578.27
314,3578.27
350,3374.99
345,3399.99
351,3374.99
310,3578.27
314,3578.27
313,3578.27
312,3578.27
310,3578.27
344,3399.99
312,3578.27
313,3578.27
310,3578.27
312,3578.27
326,699.0982
313,3578.27
310,3578.27
310,3578.27
310,3578.27
312,3578.27
348,3374.99
312,3578.27
310,3578.27
311,3578.27
311,3578.27
326,699.0982
324,699.0982
313,3578.27
310,3578.27
348,3374.99
311,3578.27
342,699.0982
314,3578.27
314,3578.27
344,3399.99
310,3578.27
314,3578.27
311,3578.27
313,3578.27
312,3578.27
311,3578.27
313,3578.27
310,3578.27
350,3374.99
313,3578.27
344,3399.99
350,3374.99
314,3578.27
314,3578.27
310,3578.27
312,3578.27
310,3578.27
349,3374.99
314,3578.27
312,3578.27
312,3578.27
311,3578.27
310,3578.27
311,3578.27
314,3578.27
310,3578.27
312,3578.27
342,699.0982
314,3578.27
346,3399.99
314,3578.27
310,3578.27
310,3578.27
313,3578.27
312,3578.27
344,3399.99
344,3399.99
344,3399.99
349,3374.99
310,3578.27
349,3374.99
312,3578.27
328,699.0982
349,3374.99
313,3578.27
312,3578.27
311,3578.27
312,3578.27
314,3578.27
351,3374.99
345,3399.99
334,699.0982
314,3578.27
313,3578.27
313,3578.27
313,3578.27
314,3578.27
347,3399.99
351,3374.99
311,3578.27
310,3578.27
312,3578.27
334,699.0982
320,699.0982
310,3578.27
313,3578.27
310,3578.27
311,3578.27
310,3578.27
313,3578.27
328,699.0982
314,3578.27
310,3578.27
313,3578.27
313,3578.27
311,3578.27
314,3578.27
313,3578.27
346,3399.99
311,3578.27
312,3578.27
314,3578.27
314,3578.27
345,3399.99
344,3399.99
313,3578.27
312,3578.27
344,3399.99
314,3578.27
311,3578.27
311,3578.27
314,3578.27
349,3374.99
310,3578.27
312,3578.27
313,3578.27
314,3578.27
345,3399.99
313,3578.27
312,3578.27
314,3578.27
330,699.0982
312,3578.27
311,3578.27
338,699.0982
342,699.0982
322,699.0982
314,3578.27
349,3374.99
313,3578.27
314,3578.27
310,3578.27
344,3399.99
328,699.0982
314,3578.27
312,3578.27
314,3578.27
346,3399.99
328,699.0982
310,3578.27
311,3578.27
311,3578.27
334,699.0982
350,3374.99
310,3578.27
310,3578.27
334,699.0982
344,3399.99
310,3578.27
310,3578.27
334,699.0982
312,3578.27
314,3578.27
314,3578.27
314,3578.27
336,699.0982
314,3578.27
340,699.0982
314,3578.27
310,3578.27
312,3578.27
313,3578.27
340,699.0982
349,3374.99
350,3374.99
313,3578.27
312,3578.27
342,699.0982
311,3578.27
312,3578.27
311,3578.27
313,3578.27
313,3578.27
310,3578.27
340,699.0982
312,3578.27
313,3578.27
351,3374.99
312,3578.27
313,3578.27
313,3578.27
312,3578.27
313,3578.27
312,3578.27
311,3578.27
313,3578.27
330,699.0982
328,699.0982
328,699.0982
314,3578.27
312,3578.27
310,3578.27
348,3374.99
349,3374.99
312,3578.27
313,3578.27
344,3399.99
313,3578.27
310,3578.27
313,3578.27
324,699.0982
344,3399.99
313,3578.27
332,699.0982
338,699.0982
334,699.0982
312,3578.27
310,3578.27
350,3374.99
310,3578.27
310,3578.27
313,3578.27
344,3399.99
312,3578.27
348,3374.99
313,3578.27
312,3578.27
313,3578.27
312,3578.27
311,3578.27
313,3578.27
310,3578.27
344,3399.99
314,3578.27
310,3578.27
312,3578.27
351,3374.99
314,3578.27
314,3578.27
312,3578.27
310,3578.27
313,3578.27
310,3578.27
312,3578.27
330,699.0982
312,3578.27
310,3578.27
310,3578.27
311,3578.27
314,3578.27
313,3578.27
313,3578.27
310,3578.27
348,3374.99
311,3578.27
310,3578.27
312,3578.27
349,3374.99
346,3399.99
310,3578.27
312,3578.27
311,3578.27
312,3578.27
310,3578.27
311,3578.27
336,699.0982
312,3578.27
312,3578.27
310,3578.27
326,699.0982
312,3578.27
312,3578.27
314,3578.27
313,3578.27
310,3578.27
310,3578.27
345,3399.99
313,3578.27
324,699.0982
310,3578.27
312,3578.27
311,3578.27
314,3578.27
311,3578.27
312,3578.27
310,3578.27
312,3578.27
313,3578.27
311,3578.27
310,3578.27
334,699.0982
311,3578.27
310,3578.27
312,3578.27
314,3578.27
342,699.0982
311,3578.27
345,3399.99
311,3578.27
350,3374.99
312,3578.27
313,3578.27
313,3578.27
310,3578.27
310,3578.27
313,3578.27
314,3578.27
313,3578.27
313,3578.27
313,3578.27
313,3578.27
313,3578.27
310,3578.27
314,3578.27
313,3578.27
312,3578.27
324,699.0982
313,3578.27
311,3578.27
310,3578.27
313,3578.27
311,3578.27
330,699.0982
320,699.0982
310,3578.27
342,699.0982
314,3578.27
311,3578.27
312,3578.27
314,3578.27
312,3578.27
350,3374.99
314,3578.27
314,3578.27
340,699.0982
313,3578.27
311,3578.27
314,3578.27
310,3578.27
310,3578.27
310,3578.27
311,3578.27
312,3578.27
348,3374.99
314,3578.27
310,3578.27
310,3578.27
313,3578.27
312,3578.27
311,3578.27
336,699.0982
351,3374.99
311,3578.27
310,3578.27
313,3578.27
314,3578.27
311,3578.27
326,699.0982
345,3399.99
310,3578.27
312,3578.27
314,3578.27
332,699.0982
328,699.0982
340,699.0982
312,3578.27
313,3578.27
348,3374.99
312,3578.27
312,3578.27
314,3578.27
311,3578.27
312,3578.27
330,699.0982
349,3374.99
311,3578.27
310,3578.27
310,3578.27
312,3578.27
314,3578.27
312,3578.27
342,699.0982
314,3578.27
311,3578.27
311,3578.27
311,3578.27
314,3578.27
346,3399.99
344,3399.99
311,3578.27
313,3578.27
314,3578.27
310,3578.27
324,699.0982
314,3578.27
347,3399.99
351,3374.99
350,3374.99
314,3578.27
351,3374.99
314,3578.27
313,3578.27
311,3578.27
314,3578.27
324,699.0982
311,3578.27
311,3578.27
311,3578.27
313,3578.27
310,3578.27
350,3374.99
351,3374.99
312,3578.27
347,3399.99
312,3578.27
310,3578.27
312,3578.27
311,3578.27
334,699.0982
347,3399.99
348,3374.99
312,3578.27
313,3578.27
311,3578.27
312,3578.27
349,3374.99
312,3578.27
342,699.0982
350,3374.99
347,3399.99
312,3578.27
346,3399.99
326,699.0982
314,3578.27
312,3578.27
314,3578.27
310,3578.27
312,3578.27
340,699.0982
312,3578.27
314,3578.27
340,699.0982
349,3374.99
348,3374.99
313,3578.27
314,3578.27
310,3578.27
314,3578.27
312,3578.27
311,3578.27
345,3399.99
322,699.0982
346,3399.99
344,3399.99
320,699.0982
312,3578.27
310,3578.27
344,3399.99
313,3578.27
313,3578.27
312,3578.27
311,3578.27
314,3578.27
314,3578.27
326,699.0982
336,699.0982
310,3578.27
311,3578.27
320,699.0982
310,3578.27
312,3578.27
311,3578.27
313,3578.27
345,3399.99
313,3578.27
313,3578.27
310,3578.27
313,3578.27
346,3399.99
314,3578.27
312,3578.27
310,3578.27
310,3578.27
310,3578.27
311,3578.27
350,3374.99
313,3578.27
345,3399.99
351,3374.99
311,3578.27
312,3578.27
312,3578.27
313,3578.27
350,3374.99
313,3578.27
313,3578.27
350,3374.99
310,3578.27
311,3578.27
311,3578.27
314,3578.27
314,3578.27
310,3578.27
311,3578.27
346,3399.99
348,3374.99
314,3578.27
314,3578.27
312,3578.27
313,3578.27
351,3374.99
312,3578.27
312,3578.27
314,3578.27
332,699.0982
311,3578.27
345,3399.99
340,699.0982
314,3578.27
311,3578.27
311,3578.27
314,3578.27
313,3578.27
312,3578.27
312,3578.27
313,3578.27
311,3578.27
314,3578.27
312,3578.27
314,3578.27
310,3578.27
350,3374.99
312,3578.27
310,3578.27
310,3578.27
314,3578.27
311,3578.27
314,3578.27
313,3578.27
311,3578.27
312,3578.27
314,3578.27
313,3578.27
346,3399.99
351,3374.99
313,3578.27
311,3578.27
328,699.0982
312,3578.27
340,699.0982
346,3399.99
312,3578.27
311,3578.27
312,3578.27
314,3578.27
310,3578.27
312,3578.27
330,699.0982
310,3578.27
314,3578.27
313,3578.27
351,3374.99
313,3578.27
312,3578.27
313,3578.27
311,3578.27
348,3374.99
311,3578.27
349,3374.99
349,3374.99
311,3578.27
314,3578.27
312,3578.27
312,3578.27
311,3578.27
314,3578.27
345,3399.99
340,699.0982
312,3578.27
310,3578.27
312,3578.27
340,699.0982
313,3578.27
312,3578.27
338,699.0982
311,3578.27
351,3374.99
350,3374.99
314,3578.27
312,3578.27
311,3578.27
312,3578.27
314,3578.27
311,3578.27
312,3578.27
310,3578.27
312,3578.27
310,3578.27
310,3578.27
349,3374.99
326,699.0982
347,3399.99
314,3578.27
351,3374.99
310,3578.27
314,3578.27
351,3374.99
310,3578.27
338,699.0982
313,3578.27
310,3578.27
312,3578.27
313,3578.27
313,3578.27
313,3578.27
348,3374.99
330,699.0982
310,3578.27
350,3374.99
349,3374.99
346,3399.99
312,3578.27
313,3578.27
332,699.0982
311,3578.27
311,3578.27
313,3578.27
310,3578.27
310,3578.27
312,3578.27
312,3578.27
314,3578.27
310,3578.27
311,3578.27
311,3578.27
312,3578.27
310,3578.27
347,3399.99
349,3374.99
311,3578.27
314,3578.27
312,3578.27
344,3399.99
349,3374.99
347,3399.99
346,3399.99
346,3399.99
313,3578.27
312,3578.27
311,3578.27
312,3578.27
314,3578.27
313,3578.27
310,3578.27
347,3399.99
311,3578.27
312,3578.27
313,3578.27
310,3578.27
328,699.0982
310,3578.27
310,3578.27
313,3578.27
313,3578.27
326,699.0982
349,3374.99
312,3578.27
311,3578.27
334,699.0982
313,3578.27
310,3578.27
312,3578.27
310,3578.27
312,3578.27
324,699.0982
350,3374.99
351,3374.99
342,699.0982
310,3578.27
312,3578.27
348,3374.99
347,3399.99
314,3578.27
314,3578.27
344,3399.99
312,3578.27
312,3578.27
311,3578.27
311,3578.27
314,3578.27
312,3578.27
310,3578.27
310,3578.27
310,3578.27
320,699.0982
345,3399.99
326,699.0982
311,3578.27
310,3578.27
348,3374.99
345,3399.99
324,699.0982
313,3578.27
347,3399.99
324,699.0982
314,3578.27
313,3578.27
350,3374.99
311,3578.27
312,3578.27
310,3578.27
310,3578.27
314,3578.27
313,3578.27
314,3578.27
314,3578.27
310,3578.27
314,3578.27
311,3578.27
314,3578.27
351,3374.99
334,699.0982
313,3578.27
311,3578.27
310,3578.27
312,3578.27
324,699.0982
342,699.0982
311,3578.27
310,3578.27
310,3578.27
310,3578.27
312,3578.27
311,3578.27
312,3578.27
313,3578.27
312,3578.27
348,3374.99
344,3399.99
348,3374.99
351,3374.99
330,699.0982
311,3578.27
313,3578.27
313,3578.27
312,3578.27
314,3578.27
312,3578.27
340,699.0982
313,3578.27
314,3578.27
346,3399.99
310,3578.27
312,3578.27
311,3578.27
311,3578.27
312,3578.27
310,3578.27
313,3578.27
312,3578.27
332,699.0982
310,3578.27
314,3578.27
326,699.0982
313,3578.27
312,3578.27
313,3578.27
312,3578.27
311,3578.27
310,3578.27
334,699.0982
334,699.0982
314,3578.27
313,3578.27
311,3578.27
312,3578.27
314,3578.27
312,3578.27
312,3578.27
313,3578.27
312,3578.27
313,3578.27
311,3578.27
347,3399.99
350,3374.99
320,699.0982
311,3578.27
347,3399.99
350,3374.99
340,699.0982
345,3399.99
320,699.0982
310,3578.27
311,3578.27
336,699.0982
351,3374.99
314,3578.27
324,699.0982
349,3374.99
310,3578.27
314,3578.27
345,3399.99
320,699.0982
351,3374.99
351,3374.99
311,3578.27
313,3578.27
312,3578.27
312,3578.27
310,3578.27
313,3578.27
347,3399.99
334,699.0982
313,3578.27
312,3578.27
310,3578.27
310,3578.27
311,3578.27
311,3578.27
349,3374.99
349,3374.99
312,3578.27
334,699.0982
313,3578.27
310,3578.27
348,3374.99
346,3399.99
351,3374.99
311,3578.27
314,3578.27
310,3578.27
313,3578.27
310,3578.27
312,3578.27
312,3578.27
310,3578.27
314,3578.27
342,699.0982
313,3578.27
314,3578.27
310,3578.27
347,3399.99
344,3399.99
314,3578.27
310,3578.27
314,3578.27
320,699.0982
346,3399.99
348,3374.99
313,3578.27
348,3374.99
348,3374.99
311,3578.27
312,3578.27
313,3578.27
328,699.0982
312,3578.27
314,3578.27
311,3578.27
310,3578.27
314,3578.27
314,3578.27
313,3578.27
313,3578.27
313,3578.27
314,3578.27
336,699.0982
326,699.0982
328,699.0982
313,3578.27
313,3578.27
351,3374.99
349,3374.99
344,3399.99
344,3399.99
310,3578.27
311,3578.27
314,3578.27
312,3578.27
312,3578.27
350,3374.99
312,3578.27
311,3578.27
312,3578.27
314,3578.27
345,3399.99
314,3578.27
311,3578.27
310,3578.27
314,3578.27
314,3578.27
334,699.0982
324,699.0982
347,3399.99
313,3578.27
350,3374.99
313,3578.27
311,3578.27
310,3578.27
312,3578.27
314,3578.27
346,3399.99
313,3578.27
313,3578.27
310,3578.27
348,3374.99
313,3578.27
310,3578.27
350,3374.99
312,3578.27
314,3578.27
314,3578.27
311,3578.27
312,3578.27
312,3578.27
313,3578.27
311,3578.27
351,3374.99
350,3374.99
313,3578.27
311,3578.27
322,699.0982
326,699.0982
312,3578.27
311,3578.27
347,3399.99
345,3399.99
351,3374.99
328,699.0982
346,3399.99
338,699.0982
312,3578.27
311,3578.27
313,3578.27
351,3374.99
313,3578.27
313,3578.27
311,3578.27
345,3399.99
330,699.0982
314,3578.27
313,3578.27
314,3578.27
314,3578.27
314,3578.27
313,3578.27
310,3578.27
340,699.0982
350,3374.99
311,3578.27
311,3578.27
314,3578.27
310,3578.27
350,3374.99
336,699.0982
314,3578.27
314,3578.27
313,3578.27
312,3578.27
311,3578.27
351,3374.99
334,699.0982
312,3578.27
311,3578.27
351,3374.99
330,699.0982
313,3578.27
312,3578.27
313,3578.27
314,3578.27
